person,offer completed,offer received,offer viewed,transaction,transaction amount,reward given,transaction amount under offer,transactions completed under offer,email,mobile,social,web,bogo,discount,informational,difficulty,duration,age,income,offers viewed ratio,offers completed ratio,transactions ratio,F,M,O,cluster
15187.0,0.0,4.0,3.0,6.0,9.13,0.0,7.859999999999999,5.0,4.0,4.0,3.0,4.0,3.0,1.0,0.0,7.5,6.75,55.0,64000.0,0.75,0.0,0.8333333333333334,0.0,0.0,0.0,5
15188.0,2.0,5.0,3.0,19.0,61.47,7.0,54.03,14.0,5.0,5.0,3.0,5.0,2.0,1.0,2.0,5.0,5.6,39.0,50000.0,0.6,0.4,0.7368421052631579,0.0,1.0,0.0,3
15189.0,2.0,6.0,5.0,9.0,30.13,7.0,21.86,7.0,6.0,6.0,5.0,4.0,3.0,2.0,1.0,7.5,6.166666666666667,55.0,64000.0,0.8333333333333334,0.3333333333333333,0.7777777777777778,0.0,0.0,0.0,5
15190.0,1.0,6.0,5.0,19.0,60.57,2.0,56.15,17.0,6.0,6.0,5.0,4.0,4.0,1.0,1.0,6.666666666666667,6.166666666666667,27.0,39000.0,0.8333333333333334,0.16666666666666666,0.8947368421052632,1.0,0.0,0.0,3
15191.0,3.0,3.0,3.0,7.0,191.09,17.0,110.42,5.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,8.333333333333334,7.333333333333333,53.0,90000.0,1.0,1.0,0.7142857142857143,1.0,0.0,0.0,2
15192.0,5.0,5.0,5.0,15.0,426.18,32.0,426.18,15.0,5.0,4.0,3.0,4.0,3.0,2.0,0.0,11.0,6.8,57.0,99000.0,1.0,1.0,1.0,1.0,0.0,0.0,7
15193.0,2.0,6.0,1.0,5.0,25.37,7.0,0.0,0.0,6.0,5.0,1.0,6.0,1.0,4.0,1.0,8.666666666666666,7.0,37.0,74000.0,0.16666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,9
15194.0,3.0,4.0,4.0,9.0,125.33,25.0,85.72,5.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,10.0,6.25,34.0,48000.0,1.0,0.75,0.5555555555555556,1.0,0.0,0.0,2
15195.0,4.0,5.0,3.0,5.0,137.67000000000002,25.0,85.47,3.0,5.0,3.0,3.0,5.0,3.0,2.0,0.0,12.0,7.0,60.0,116000.0,0.6,0.8,0.6,1.0,0.0,0.0,2
15196.0,5.0,5.0,3.0,15.0,54.52,20.0,38.63,12.0,5.0,5.0,3.0,5.0,3.0,2.0,0.0,6.4,7.2,87.0,31000.0,0.6,1.0,0.8,1.0,0.0,0.0,7
15197.0,2.0,4.0,4.0,14.0,127.66999999999999,5.0,105.96,13.0,4.0,4.0,4.0,3.0,0.0,3.0,1.0,6.0,6.75,75.0,36000.0,1.0,0.5,0.9285714285714286,0.0,1.0,0.0,3
15198.0,0.0,5.0,1.0,4.0,8.16,0.0,3.98,3.0,5.0,4.0,1.0,4.0,3.0,1.0,1.0,7.0,6.8,20.0,71000.0,0.2,0.0,0.75,0.0,1.0,0.0,9
15199.0,1.0,4.0,2.0,14.0,53.37,3.0,39.28,9.0,4.0,2.0,1.0,4.0,0.0,3.0,1.0,11.75,7.75,19.0,62000.0,0.5,0.25,0.6428571428571429,1.0,0.0,0.0,9
15200.0,0.0,5.0,3.0,5.0,8.379999999999999,0.0,8.18,4.0,5.0,5.0,3.0,3.0,5.0,0.0,0.0,8.0,6.6,55.0,43000.0,0.6,0.0,0.8,0.0,1.0,0.0,5
15201.0,4.0,4.0,4.0,5.0,69.41,22.0,69.41,5.0,4.0,3.0,2.0,4.0,2.0,2.0,0.0,11.25,8.0,63.0,54000.0,1.0,1.0,1.0,1.0,0.0,0.0,2
15202.0,3.0,6.0,6.0,13.0,179.69000000000003,12.0,165.34,12.0,6.0,5.0,4.0,3.0,1.0,2.0,3.0,5.833333333333333,5.166666666666667,51.0,52000.0,1.0,0.5,0.9230769230769231,1.0,0.0,0.0,7
15203.0,1.0,3.0,2.0,4.0,22.66,5.0,16.1,3.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,11.666666666666666,7.333333333333333,49.0,68000.0,0.6666666666666666,0.3333333333333333,0.75,0.0,0.0,1.0,8
15204.0,0.0,3.0,3.0,2.0,14.309999999999999,0.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,1.6666666666666667,4.666666666666667,89.0,56000.0,1.0,0.0,0.0,0.0,1.0,0.0,4
15205.0,4.0,6.0,5.0,12.0,217.23000000000002,17.0,217.23000000000002,12.0,6.0,4.0,1.0,6.0,1.0,3.0,2.0,9.166666666666666,7.5,46.0,74000.0,0.8333333333333334,0.6666666666666666,1.0,0.0,1.0,0.0,7
15206.0,3.0,5.0,4.0,10.0,239.22,10.0,222.97,9.0,5.0,3.0,3.0,4.0,0.0,4.0,1.0,11.4,8.0,74.0,98000.0,0.8,0.6,0.9,1.0,0.0,0.0,2
15207.0,0.0,6.0,4.0,8.0,23.35,0.0,23.35,8.0,6.0,6.0,4.0,5.0,3.0,3.0,0.0,8.666666666666666,7.166666666666667,51.0,53000.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,5
15208.0,4.0,4.0,3.0,8.0,220.26,16.0,188.64999999999998,7.0,4.0,4.0,2.0,4.0,2.0,2.0,0.0,6.0,7.0,93.0,115000.0,0.75,1.0,0.875,1.0,0.0,0.0,2
15209.0,2.0,4.0,4.0,7.0,75.16999999999999,15.0,47.08,4.0,4.0,4.0,2.0,3.0,2.0,0.0,2.0,3.75,5.0,38.0,49000.0,1.0,0.5,0.5714285714285714,1.0,0.0,0.0,10
15210.0,3.0,6.0,2.0,10.0,104.72999999999999,9.0,55.9,5.0,6.0,6.0,2.0,5.0,1.0,2.0,3.0,4.166666666666667,5.833333333333333,52.0,41000.0,0.3333333333333333,0.5,0.5,1.0,0.0,0.0,10
15211.0,5.0,5.0,5.0,10.0,178.07000000000002,24.0,178.07,10.0,5.0,4.0,3.0,4.0,2.0,3.0,0.0,11.0,7.8,59.0,71000.0,1.0,1.0,1.0,0.0,1.0,0.0,7
15212.0,1.0,4.0,3.0,2.0,64.13,5.0,27.3,1.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,8.75,7.5,54.0,100000.0,0.75,0.25,0.5,1.0,0.0,0.0,2
15213.0,4.0,4.0,3.0,16.0,301.65,28.0,216.81,11.0,4.0,4.0,3.0,3.0,3.0,1.0,0.0,8.0,6.5,33.0,74000.0,0.75,1.0,0.6875,1.0,0.0,0.0,7
15214.0,3.0,4.0,4.0,13.0,138.77,25.0,118.92,10.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0,8.75,5.5,44.0,42000.0,1.0,0.75,0.7692307692307693,0.0,1.0,0.0,3
15215.0,2.0,4.0,4.0,2.0,41.769999999999996,12.0,41.769999999999996,2.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,7.5,6.25,66.0,63000.0,1.0,0.5,1.0,1.0,0.0,0.0,2
15216.0,1.0,5.0,4.0,11.0,27.330000000000002,5.0,23.51,9.0,5.0,5.0,4.0,4.0,4.0,1.0,0.0,8.0,5.8,40.0,38000.0,0.8,0.2,0.8181818181818182,1.0,0.0,0.0,5
15217.0,2.0,4.0,2.0,4.0,113.28,8.0,113.28,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,4.25,5.5,61.0,113000.0,0.5,0.5,1.0,1.0,0.0,0.0,10
15218.0,3.0,3.0,3.0,8.0,199.12,7.0,137.8,5.0,3.0,3.0,2.0,3.0,0.0,3.0,0.0,9.0,8.0,61.0,94000.0,1.0,1.0,0.625,0.0,1.0,0.0,2
15219.0,2.0,3.0,3.0,4.0,107.61,12.0,82.61,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,6.666666666666667,6.333333333333333,64.0,98000.0,1.0,0.6666666666666666,0.75,0.0,1.0,0.0,4
15220.0,0.0,4.0,4.0,7.0,20.86,0.0,10.18,5.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,10.0,6.0,55.0,64000.0,1.0,0.0,0.7142857142857143,0.0,0.0,0.0,5
15221.0,0.0,5.0,1.0,7.0,21.200000000000003,0.0,17.980000000000004,5.0,5.0,4.0,1.0,5.0,1.0,2.0,2.0,8.0,6.0,37.0,66000.0,0.2,0.0,0.7142857142857143,1.0,0.0,0.0,9
15222.0,0.0,4.0,0.0,2.0,12.580000000000002,0.0,0.0,0.0,4.0,2.0,0.0,4.0,2.0,2.0,0.0,12.5,8.5,22.0,56000.0,0.0,0.0,0.0,0.0,1.0,0.0,9
15223.0,0.0,5.0,4.0,2.0,37.269999999999996,0.0,0.0,0.0,5.0,4.0,3.0,4.0,2.0,2.0,1.0,8.4,6.6,67.0,52000.0,0.8,0.0,0.0,0.0,1.0,0.0,6
15224.0,4.0,6.0,4.0,7.0,92.38,18.0,92.38,7.0,6.0,5.0,3.0,6.0,2.0,3.0,1.0,7.333333333333333,6.666666666666667,75.0,56000.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.0,7
15225.0,5.0,6.0,6.0,9.0,204.49999999999997,40.0,204.50000000000003,9.0,6.0,5.0,4.0,3.0,4.0,1.0,1.0,9.166666666666666,6.5,43.0,87000.0,1.0,0.8333333333333334,1.0,0.0,1.0,0.0,7
15226.0,3.0,4.0,4.0,8.0,161.83,13.0,133.01999999999998,7.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,4.25,6.0,76.0,80000.0,1.0,0.75,0.875,0.0,1.0,0.0,2
15227.0,2.0,4.0,2.0,10.0,68.32,4.0,30.61,5.0,4.0,4.0,2.0,4.0,2.0,2.0,0.0,10.0,6.0,20.0,35000.0,0.5,0.5,0.5,0.0,1.0,0.0,9
15228.0,1.0,5.0,5.0,1.0,14.14,5.0,0.0,0.0,5.0,5.0,4.0,4.0,4.0,1.0,0.0,8.4,6.2,60.0,85000.0,1.0,0.2,0.0,0.0,1.0,0.0,5
15229.0,4.0,5.0,5.0,8.0,224.06,19.0,201.35,7.0,5.0,5.0,3.0,4.0,2.0,2.0,1.0,7.0,6.4,54.0,119000.0,1.0,0.8,0.875,1.0,0.0,0.0,7
15230.0,0.0,5.0,5.0,2.0,24.810000000000002,0.0,7.94,1.0,5.0,5.0,3.0,3.0,1.0,2.0,2.0,5.4,5.6,42.0,50000.0,1.0,0.0,0.5,0.0,1.0,0.0,10
15231.0,3.0,4.0,3.0,13.0,156.72,7.0,156.72,13.0,4.0,3.0,3.0,4.0,0.0,4.0,0.0,11.75,9.25,75.0,50000.0,0.75,0.75,1.0,1.0,0.0,0.0,2
15232.0,5.0,6.0,6.0,7.0,129.48,22.0,108.63,6.0,6.0,6.0,5.0,6.0,2.0,3.0,1.0,7.0,6.833333333333333,40.0,74000.0,1.0,0.8333333333333334,0.8571428571428571,1.0,0.0,0.0,7
15233.0,1.0,4.0,2.0,4.0,17.14,5.0,15.639999999999999,3.0,4.0,3.0,2.0,4.0,1.0,3.0,0.0,10.5,8.5,46.0,37000.0,0.5,0.25,0.75,0.0,1.0,0.0,9
15234.0,1.0,5.0,3.0,15.0,43.93,2.0,41.91,13.0,5.0,5.0,2.0,5.0,1.0,2.0,2.0,6.0,6.0,33.0,50000.0,0.6,0.2,0.8666666666666667,0.0,1.0,0.0,3
15235.0,0.0,5.0,3.0,7.0,18.91,0.0,17.14,6.0,5.0,4.0,2.0,4.0,1.0,2.0,2.0,7.4,6.4,25.0,63000.0,0.6,0.0,0.8571428571428571,0.0,1.0,0.0,10
15236.0,2.0,3.0,3.0,6.0,153.28,8.0,127.4,5.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,5.666666666666667,46.0,86000.0,1.0,0.6666666666666666,0.8333333333333334,1.0,0.0,0.0,4
15237.0,1.0,4.0,4.0,4.0,58.559999999999995,3.0,22.59,2.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,4.75,40.0,61000.0,1.0,0.25,0.5,0.0,0.0,1.0,8
15238.0,3.0,3.0,3.0,8.0,119.72000000000001,10.0,105.11000000000001,7.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,7.333333333333333,6.333333333333333,67.0,60000.0,1.0,1.0,0.875,1.0,0.0,0.0,2
15239.0,0.0,3.0,3.0,7.0,10.950000000000001,0.0,9.360000000000001,5.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,8.333333333333334,8.0,55.0,64000.0,1.0,0.0,0.7142857142857143,0.0,0.0,0.0,4
15240.0,0.0,6.0,4.0,3.0,10.08,0.0,4.95,2.0,6.0,6.0,4.0,4.0,0.0,4.0,2.0,5.666666666666667,5.666666666666667,38.0,73000.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,0.0,5
15241.0,5.0,6.0,6.0,11.0,273.96000000000004,50.0,273.96000000000004,11.0,6.0,6.0,5.0,3.0,5.0,0.0,1.0,8.333333333333334,5.833333333333333,53.0,91000.0,1.0,0.8333333333333334,1.0,1.0,0.0,0.0,7
15242.0,3.0,6.0,5.0,3.0,63.349999999999994,23.0,63.349999999999994,3.0,6.0,5.0,4.0,4.0,4.0,2.0,0.0,10.333333333333334,7.166666666666667,56.0,84000.0,0.8333333333333334,0.5,1.0,0.0,1.0,0.0,7
15243.0,2.0,4.0,4.0,8.0,229.36999999999998,12.0,161.77,6.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,5.0,5.75,57.0,89000.0,1.0,0.5,0.75,0.0,1.0,0.0,10
15244.0,3.0,5.0,4.0,13.0,38.87,9.0,36.449999999999996,12.0,5.0,5.0,3.0,5.0,1.0,4.0,0.0,9.0,8.8,55.0,64000.0,0.8,0.6,0.9230769230769231,0.0,0.0,0.0,3
15245.0,0.0,5.0,3.0,5.0,17.130000000000003,0.0,15.39,3.0,5.0,5.0,3.0,5.0,0.0,3.0,2.0,4.8,6.4,46.0,36000.0,0.6,0.0,0.6,1.0,0.0,0.0,10
15246.0,3.0,4.0,4.0,13.0,132.88,30.0,112.17999999999999,10.0,4.0,4.0,4.0,1.0,3.0,0.0,1.0,7.5,5.5,27.0,41000.0,1.0,0.75,0.7692307692307693,1.0,0.0,0.0,7
15247.0,3.0,6.0,2.0,4.0,98.21000000000001,12.0,35.24,2.0,6.0,6.0,1.0,5.0,3.0,2.0,1.0,5.833333333333333,6.333333333333333,51.0,84000.0,0.3333333333333333,0.5,0.5,1.0,0.0,0.0,5
15248.0,1.0,3.0,2.0,2.0,41.96,2.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,3.3333333333333335,4.333333333333333,62.0,77000.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,4
15249.0,4.0,5.0,5.0,10.0,102.89,12.0,66.73,7.0,5.0,5.0,5.0,4.0,1.0,3.0,1.0,6.4,7.0,36.0,47000.0,1.0,0.8,0.7,0.0,1.0,0.0,3
15250.0,2.0,4.0,2.0,9.0,50.1,7.0,23.04,5.0,4.0,4.0,0.0,4.0,1.0,1.0,2.0,3.75,5.5,66.0,30000.0,0.5,0.5,0.5555555555555556,0.0,1.0,0.0,10
15251.0,4.0,4.0,4.0,21.0,177.42999999999998,12.0,174.41000000000003,19.0,4.0,4.0,4.0,4.0,1.0,3.0,0.0,8.0,8.0,64.0,53000.0,1.0,1.0,0.9047619047619048,0.0,1.0,0.0,3
15252.0,2.0,4.0,2.0,18.0,54.910000000000004,10.0,35.09,10.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,5.0,5.25,20.0,60000.0,0.5,0.5,0.5555555555555556,0.0,1.0,0.0,3
15253.0,4.0,5.0,5.0,13.0,198.12,32.0,198.12,13.0,5.0,5.0,4.0,4.0,3.0,1.0,1.0,8.0,6.2,59.0,61000.0,1.0,0.8,1.0,0.0,1.0,0.0,7
15254.0,3.0,6.0,6.0,10.0,159.75,17.0,124.01,8.0,6.0,6.0,4.0,5.0,2.0,1.0,3.0,4.166666666666667,5.166666666666667,48.0,65000.0,1.0,0.5,0.8,1.0,0.0,0.0,7
15255.0,3.0,5.0,3.0,10.0,34.05,12.0,16.380000000000003,6.0,5.0,5.0,2.0,4.0,3.0,1.0,1.0,5.0,5.8,55.0,64000.0,0.6,0.6,0.6,0.0,0.0,0.0,10
15256.0,0.0,4.0,2.0,4.0,16.2,0.0,0.67,1.0,4.0,3.0,1.0,3.0,3.0,1.0,0.0,10.0,7.75,52.0,68000.0,0.5,0.0,0.25,0.0,1.0,0.0,9
15257.0,3.0,5.0,5.0,18.0,75.31,12.0,75.31,18.0,5.0,5.0,5.0,3.0,4.0,1.0,0.0,8.0,6.8,63.0,70000.0,1.0,0.6,1.0,0.0,1.0,0.0,3
15258.0,3.0,5.0,5.0,3.0,31.02,6.0,31.02,3.0,5.0,5.0,2.0,5.0,1.0,4.0,0.0,10.0,7.2,38.0,54000.0,1.0,0.6,1.0,1.0,0.0,0.0,5
15259.0,4.0,4.0,4.0,14.0,324.88,11.0,324.88,14.0,4.0,3.0,3.0,4.0,0.0,4.0,0.0,12.5,10.0,64.0,79000.0,1.0,1.0,1.0,1.0,0.0,0.0,2
15260.0,4.0,6.0,4.0,11.0,791.36,22.0,771.5,10.0,6.0,6.0,4.0,4.0,4.0,1.0,1.0,6.666666666666667,5.666666666666667,74.0,104000.0,0.6666666666666666,0.6666666666666666,0.9090909090909091,1.0,0.0,0.0,1
15261.0,3.0,5.0,4.0,13.0,330.53,23.0,330.53,13.0,5.0,5.0,3.0,4.0,2.0,1.0,2.0,5.4,5.4,66.0,95000.0,0.8,0.6,1.0,1.0,0.0,0.0,7
15262.0,0.0,2.0,1.0,5.0,11.48,0.0,6.3,3.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,3.5,5.5,37.0,66000.0,0.5,0.0,0.6,0.0,1.0,0.0,4
15263.0,1.0,4.0,3.0,6.0,28.43,2.0,22.83,4.0,4.0,4.0,3.0,3.0,0.0,2.0,2.0,5.0,6.75,23.0,53000.0,0.75,0.25,0.6666666666666666,0.0,1.0,0.0,10
15264.0,3.0,4.0,4.0,11.0,681.59,25.0,681.59,11.0,4.0,4.0,2.0,3.0,3.0,0.0,1.0,6.25,5.75,42.0,58000.0,1.0,0.75,1.0,0.0,1.0,0.0,1
15265.0,1.0,4.0,4.0,2.0,48.52,2.0,48.52,2.0,4.0,4.0,3.0,3.0,2.0,2.0,0.0,8.0,7.75,59.0,85000.0,1.0,0.25,1.0,0.0,1.0,0.0,5
15266.0,3.0,5.0,5.0,4.0,116.31,15.0,56.5,2.0,5.0,5.0,3.0,5.0,3.0,1.0,1.0,4.4,5.6,74.0,100000.0,1.0,0.6,0.5,0.0,1.0,0.0,7
15267.0,3.0,3.0,2.0,5.0,130.02,15.0,107.68,4.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,9.0,7.0,67.0,93000.0,0.6666666666666666,1.0,0.8,0.0,1.0,0.0,2
15268.0,0.0,4.0,2.0,8.0,27.29,0.0,27.009999999999998,7.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,8.0,6.25,55.0,64000.0,0.5,0.0,0.875,0.0,0.0,0.0,9
15269.0,4.0,4.0,4.0,15.0,231.57999999999998,28.0,224.14999999999998,14.0,4.0,3.0,3.0,3.0,2.0,2.0,0.0,11.75,7.25,48.0,64000.0,1.0,1.0,0.9333333333333333,1.0,0.0,0.0,2
15270.0,1.0,5.0,4.0,16.0,65.2,10.0,36.16,11.0,5.0,4.0,3.0,4.0,2.0,2.0,1.0,9.0,6.0,53.0,51000.0,0.8,0.2,0.6875,0.0,1.0,0.0,3
15271.0,3.0,5.0,3.0,12.0,232.38,16.0,215.04,11.0,5.0,4.0,3.0,5.0,1.0,3.0,1.0,8.8,6.6,56.0,80000.0,0.6,0.6,0.9166666666666666,1.0,0.0,0.0,7
15272.0,2.0,4.0,3.0,3.0,14.790000000000001,4.0,14.790000000000001,3.0,4.0,4.0,3.0,3.0,2.0,2.0,0.0,8.75,7.25,44.0,41000.0,0.75,0.5,1.0,0.0,1.0,0.0,9
15273.0,3.0,3.0,3.0,3.0,83.13,14.0,83.13,3.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,10.0,9.0,87.0,95000.0,1.0,1.0,1.0,1.0,0.0,0.0,2
15274.0,4.0,4.0,2.0,10.0,250.60999999999999,17.0,177.08,7.0,4.0,3.0,2.0,4.0,2.0,2.0,0.0,10.0,8.0,53.0,89000.0,0.5,1.0,0.7,0.0,1.0,0.0,2
15275.0,5.0,5.0,4.0,13.0,171.04000000000002,28.0,158.5,12.0,5.0,4.0,2.0,4.0,3.0,2.0,0.0,9.4,7.6,22.0,65000.0,0.8,1.0,0.9230769230769231,1.0,0.0,0.0,7
15276.0,1.0,4.0,2.0,3.0,65.74000000000001,5.0,16.69,1.0,4.0,4.0,1.0,3.0,2.0,1.0,1.0,5.0,6.0,70.0,101000.0,0.5,0.25,0.3333333333333333,1.0,0.0,0.0,10
15277.0,4.0,4.0,2.0,5.0,23.369999999999997,11.0,23.369999999999997,5.0,4.0,4.0,2.0,4.0,1.0,3.0,0.0,8.75,8.5,59.0,65000.0,0.5,1.0,1.0,0.0,1.0,0.0,2
15278.0,1.0,6.0,3.0,5.0,14.88,2.0,11.83,4.0,6.0,5.0,3.0,6.0,2.0,3.0,1.0,8.333333333333334,6.833333333333333,27.0,32000.0,0.5,0.16666666666666666,0.8,0.0,1.0,0.0,5
15279.0,2.0,5.0,4.0,5.0,134.92,13.0,88.72,3.0,5.0,5.0,3.0,4.0,1.0,1.0,3.0,3.4,4.6,81.0,96000.0,0.8,0.4,0.6,1.0,0.0,0.0,10
15280.0,4.0,6.0,6.0,6.0,146.51999999999998,19.0,124.47,5.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,7.5,6.333333333333333,55.0,95000.0,1.0,0.6666666666666666,0.8333333333333334,1.0,0.0,0.0,7
15281.0,4.0,4.0,3.0,6.0,96.5,24.0,69.63,4.0,4.0,4.0,2.0,3.0,2.0,2.0,0.0,10.0,6.5,59.0,63000.0,0.75,1.0,0.6666666666666666,0.0,1.0,0.0,2
15282.0,4.0,6.0,4.0,16.0,55.09,16.0,50.73000000000001,14.0,6.0,6.0,3.0,5.0,3.0,2.0,1.0,4.833333333333333,6.333333333333333,62.0,65000.0,0.6666666666666666,0.6666666666666666,0.875,0.0,1.0,0.0,3
15283.0,3.0,4.0,2.0,5.0,69.72,10.0,14.53,1.0,4.0,3.0,2.0,4.0,0.0,3.0,1.0,9.25,7.75,52.0,53000.0,0.5,0.75,0.2,1.0,0.0,0.0,9
15284.0,1.0,3.0,2.0,9.0,22.11,5.0,18.810000000000002,7.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,10.0,6.666666666666667,90.0,38000.0,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.0,1.0,0.0,4
15285.0,0.0,3.0,3.0,7.0,14.02,0.0,13.45,6.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,8.333333333333334,7.333333333333333,55.0,64000.0,1.0,0.0,0.8571428571428571,0.0,0.0,0.0,4
15286.0,1.0,4.0,1.0,11.0,25.94,5.0,6.680000000000001,3.0,4.0,4.0,1.0,3.0,3.0,0.0,1.0,3.75,6.0,21.0,54000.0,0.25,0.25,0.2727272727272727,0.0,1.0,0.0,9
15287.0,5.0,6.0,4.0,20.0,245.44000000000005,22.0,227.87,19.0,6.0,6.0,5.0,5.0,2.0,3.0,1.0,7.0,6.166666666666667,38.0,43000.0,0.6666666666666666,0.8333333333333334,0.95,1.0,0.0,0.0,7
15288.0,2.0,3.0,2.0,2.0,42.19,15.0,42.19,2.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,11.666666666666666,8.0,76.0,109000.0,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.0,2
15289.0,2.0,3.0,3.0,11.0,131.11,5.0,61.79,6.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,5.666666666666667,6.666666666666667,67.0,51000.0,1.0,0.6666666666666666,0.5454545454545454,1.0,0.0,0.0,4
15290.0,2.0,3.0,3.0,3.0,35.599999999999994,7.0,35.599999999999994,3.0,3.0,2.0,1.0,3.0,1.0,2.0,0.0,11.666666666666666,9.0,57.0,85000.0,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,2
15291.0,2.0,4.0,4.0,12.0,30.68,5.0,25.82,10.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,6.75,5.5,55.0,64000.0,1.0,0.5,0.8333333333333334,0.0,0.0,0.0,10
15292.0,0.0,4.0,2.0,4.0,22.23,0.0,16.01,3.0,4.0,4.0,1.0,3.0,2.0,0.0,2.0,3.75,5.5,77.0,31000.0,0.5,0.0,0.75,0.0,1.0,0.0,10
15293.0,0.0,2.0,2.0,14.0,52.190000000000005,0.0,31.619999999999997,10.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,5.0,4.0,48.0,59000.0,1.0,0.0,0.7142857142857143,0.0,1.0,0.0,4
15294.0,1.0,4.0,3.0,20.0,54.769999999999996,2.0,34.61,14.0,4.0,4.0,3.0,3.0,3.0,1.0,0.0,8.75,6.0,67.0,35000.0,0.75,0.25,0.7,0.0,1.0,0.0,3
15295.0,2.0,6.0,5.0,16.0,46.48000000000001,7.0,46.48,16.0,6.0,6.0,4.0,5.0,4.0,2.0,0.0,9.166666666666666,6.0,55.0,64000.0,0.8333333333333334,0.3333333333333333,1.0,0.0,0.0,0.0,3
15296.0,3.0,3.0,3.0,10.0,230.25,20.0,230.25,10.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,11.666666666666666,7.333333333333333,71.0,88000.0,1.0,1.0,1.0,1.0,0.0,0.0,2
15297.0,1.0,5.0,3.0,7.0,17.25,2.0,12.950000000000001,5.0,5.0,5.0,2.0,4.0,4.0,1.0,0.0,7.0,6.6,19.0,63000.0,0.6,0.2,0.7142857142857143,0.0,1.0,0.0,5
15298.0,0.0,5.0,3.0,4.0,8.31,0.0,7.02,3.0,5.0,4.0,2.0,5.0,1.0,3.0,1.0,8.4,6.6,23.0,35000.0,0.6,0.0,0.75,0.0,1.0,0.0,5
15299.0,2.0,5.0,2.0,4.0,80.53,7.0,37.07,2.0,5.0,4.0,3.0,4.0,0.0,4.0,1.0,9.4,7.4,70.0,74000.0,0.4,0.4,0.5,1.0,0.0,0.0,9
15300.0,0.0,4.0,2.0,4.0,9.870000000000001,0.0,6.52,2.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,10.0,6.25,44.0,47000.0,0.5,0.0,0.5,0.0,1.0,0.0,9
15301.0,0.0,6.0,6.0,9.0,16.200000000000003,0.0,13.680000000000001,7.0,6.0,6.0,5.0,6.0,2.0,4.0,0.0,8.166666666666666,6.833333333333333,55.0,64000.0,1.0,0.0,0.7777777777777778,0.0,0.0,0.0,5
15302.0,1.0,3.0,2.0,2.0,10.280000000000001,5.0,10.280000000000001,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,5.666666666666667,6.333333333333333,56.0,43000.0,0.6666666666666666,0.3333333333333333,1.0,0.0,1.0,0.0,4
15303.0,0.0,3.0,2.0,3.0,4.06,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,6.666666666666667,6.666666666666667,55.0,64000.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,4
15304.0,3.0,4.0,3.0,7.0,160.44,15.0,119.66,5.0,4.0,4.0,2.0,4.0,1.0,2.0,1.0,6.75,5.75,52.0,76000.0,0.75,0.75,0.7142857142857143,1.0,0.0,0.0,2
15305.0,2.0,4.0,4.0,26.0,64.69999999999999,4.0,59.16,23.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,7.5,6.25,37.0,32000.0,1.0,0.5,0.8846153846153846,0.0,1.0,0.0,3
